name,description,framework_id
"Objetivo 11: Lograr que las ciudades sean más inclusivas, seguras, resilientes y sostenible
","El Objetivo 11 pretende lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles.
Las ciudades representan el futuro del modo de vida global. La población mundial alcanzó los 8000 millones de personas en 2022, de las cuales más de la mitad viven en zonas urbanas. Se prevé que esta cifra aumente y que para 2050 el 70 % de la población vivirá en ciudades.
Aproximadamente 1100 millones de personas viven actualmente en barrios marginales, o en condiciones similares en las ciudades, y se espera que en los próximos 30 años haya 2000 millones más.
Sin embargo, muchas de estas ciudades no están preparadas para esta rápida urbanización, y el desarrollo de la vivienda, las infraestructuras y los servicios se ve superado, lo que provoca un crecimiento de los barrios marginales o de condiciones similares.
El crecimiento urbano descontrolado, la contaminación atmosférica y la escasez de espacios públicos abiertos persisten en las ciudades.
Desde la implementación de los ODS en 2015 se han realizado grandes progresos y, a día de hoy, el número de países con estrategias nacionales y locales de reducción del riesgo de catástrofes se ha duplicado. No obstante, siguen existiendo problemas y, en 2022, solo la mitad de la población urbana mundial tenía acceso al transporte público.
No es posible alcanzar el desarrollo sostenible sin transformar significativamente la forma en que se construyen y gestionan los espacios urbanos.",1
Objetivo 12: Garantizar modalidades de consumo y producción sostenibles,"El Objetivo 12 pretende garantizar modalidades de consumo y producción sostenibles, algo fundamental para sostener los medios de subsistencia de las generaciones actuales y futuras.
Nuestro planeta se está quedando sin recursos, pero el índice de población sigue creciendo. En caso de que la población mundial alcance los 9800 millones de personas en 2050, se podría necesitar el equivalente a casi tres planetas para proporcionar los recursos naturales necesarios para mantener los estilos de vida actuales.
Para reducir nuestros niveles de consumo, debemos cambiar nuestros hábitos de consumo, y una de las principales medidas que debemos adoptar es sustituir los sistemas de suministro energético por otros más sostenibles. Las crisis mundiales provocaron un resurgimiento de las subvenciones a los combustibles fósiles, que casi se duplicaron de 2020 a 2021.
Se están produciendo cambios prometedores en las empresas, como la tendencia al aumento de la elaboración de informes de sostenibilidad ―que en apenas unos años se ha visto casi triplicada―, lo que demuestra un mayor nivel de compromiso y concienciación sobre la necesidad de dar prioridad a las prácticas sostenibles en todos los sectores empresariales.
El desperdicio de alimentos es otro indicio del consumo excesivo. Abordar la pérdida de alimentos es urgente y requiere políticas específicas basadas en datos, así como inversiones en tecnologías, infraestructuras, enseñanza y supervisión. A pesar de que una gran parte de la población mundial pasa hambre, cada año se desperdicia la asombrosa cantidad de 931 millones de toneladas de alimentos.",1
Objetivo 13: Adoptar medidas urgentes para combatir el cambio climático y sus efectos,"El cambio climático afectará a todas las personas de todos los países de todos los continentes de alguna forma. Se avecina un cataclismo climático y no estamos preparados para las posibles consecuencias.
El cambio climático se debe a las actividades humanas y amenaza la vida en la Tierra tal como la conocemos. Con el aumento de las emisiones de gases de efecto invernadero, el cambio climático evoluciona a un ritmo mucho más rápido de lo previsto. Sus efectos pueden ser devastadores y pueden provocar fenómenos meteorológicos extremos y cambiantes, así como la subida del nivel del mar.
De no controlarse, el cambio climático echará por tierra muchos de los avances logrados en materia de desarrollo en los últimos años. También provocará migraciones masivas que derivarán en inestabilidad y guerras.
Para limitar el calentamiento global a 1,5 °C por encima de los niveles preindustriales, las emisiones ya deberían estar disminuyendo y necesitan reducirse casi a la mitad para 2030, dentro de solo siete años. Sin embargo, estamos muy lejos de lograr este objetivo.
Es crucial tomar medidas urgentes y transformadoras que vayan más allá de meros planes y promesas. Esto exige aumentar las ambiciones, abarcar economías enteras y avanzar hacia un desarrollo resiliente al clima, al tiempo que se traza una trayectoria clara para lograr cero emisiones netas. El tiempo se acaba y es necesario tomar medidas inmediatas para evitar consecuencias catastróficas y garantizar un futuro sostenible a las generaciones venideras.",1
"Objetivo 14: Conservar y utilizar sosteniblemente los océanos, los mares y los recursos marinos","El Objetivo 14 pretende conservar y utilizar sosteniblemente los océanos, los mares y los recursos marinos. La existencia humana y la vida en la Tierra dependen de unos océanos y mares sanos.
Los océanos son intrínsecos a nuestra vida en la Tierra. Cubren tres cuartas partes de la superficie terrestre, contienen el 97 % del agua de la Tierra y representan el 99 % del espacio vital del planeta por volumen.
Proporcionan recursos naturales clave como alimentos, medicinas, biocombustibles y otros productos; ayudan a descomponer y eliminar los residuos y a reducir la contaminación; y sus ecosistemas costeros contribuyen a reducir los daños causados por las tormentas. También constituyen el mayor sumidero de carbono del planeta.
La contaminación marina está alcanzando niveles extremos. Más de 17 millones de toneladas métricas contaminaban el océano en 2021, cifra que se duplicará o triplicará para el año 2040, lo que resulta preocupante. El plástico es el tipo de desecho marino más dañino.
En la actualidad, el pH medio del océano es de 8,1, aproximadamente un 30 % más ácido que en la época preindustrial. La acidificación de los océanos amenaza la supervivencia de la vida marina, perturba la cadena alimentaria y socava tanto los servicios vitales que prestan los océanos como nuestra propia seguridad alimentaria.
La gestión responsable de este vital recurso mundial es una de las claves de un futuro sostenible. Esto implica aumentar la financiación de la ciencia oceánica, intensificar los esfuerzos de conservación, y cambiar con urgencia el rumbo del cambio climático para salvaguardar el mayor ecosistema del planeta. Los esfuerzos actuales para proteger los océanos no responden aún a la urgente necesidad de salvaguardar este vasto, aunque frágil, recurso.",1
"Objetivo 15: Gestionar sosteniblemente los bosques, luchar contra la desertificación, detener e invertir la degradación de las tierras, detener la pérdida de biodiversidad","El Objetivo 15 pretende conservar la vida de ecosistemas terrestres. Busca proteger y restablecer los ecosistemas terrestres, gestionar sosteniblemente los bosques, luchar contra la desertificación, detener e invertir la degradación de las tierras, y detener la pérdida de biodiversidad.
Los ecosistemas terrestres son vitales para el sostenimiento de la vida humana, contribuyen a más de la mitad del PIB mundial e incluyen diversos valores culturales, espirituales y económicos.
Sin embargo, el mundo se enfrenta a una triple crisis del cambio climático, a la contaminación y a la pérdida de la biodiversidad.
Más de 100 millones de hectáreas de tierras sanas y productivas se degradaron anualmente entre 2015 y 2019, lo que afectó a la vida de 1300 millones de personas.
La expansión agrícola es el motor directo de casi el 90 % de la deforestación mundial. Esta cifra guarda relación directa con nuestros sistemas alimentarios, pues la cosecha de palma de aceite representó por sí sola el 7 % de la deforestación mundial entre los años 2000 y 2018.
Los esfuerzos mundiales y regionales para mantener los ecosistemas forestales, así como sus funciones sociales, económicas y medioambientales, son esenciales especialmente para los países en desarrollo y los trópicos.
Para cumplir el Objetivo 15, es esencial un cambio fundamental en la relación de la humanidad con la naturaleza, y tomar conciencia de que la naturaleza es la base de nuestra vida en la Tierra. El Marco Mundial Kunming-Montreal de la Diversidad Biológica, recientemente adoptado, ofrece al Objetivo 15 un impulso renovado al esbozar cuatro objetivos orientados a resultados que deben alcanzarse para 2050 y 23 metas que deben lograrse para 2030.",1
"Objetivo 16: Promover sociedades justas, pacíficas e inclusivas","El Objetivo 16 pretende promover sociedades pacíficas e inclusivas, facilitar el acceso a la justicia para toda la población y crear instituciones eficaces, responsables e inclusivas a todos los niveles. Las personas de todo el mundo deben vivir libres del miedo a cualquier forma de violencia y sentirse seguras en su día a día, sea cual sea su origen étnico, religión u orientación sexual.
Sin embargo, los conflictos violentos, actuales y nuevos, en todo el mundo, están haciendo descarrilar el camino global hacia la paz y hacia la consecución del Objetivo 16.
Resulta alarmante que en el año 2022 se produjera un aumento en más del 50 % en el número de muertes de civiles relacionadas con los conflictos, el primero desde la adopción de la Agenda 2030, debido en gran parte a la guerra de Ucrania.
Los altos niveles de violencia armada e inseguridad tienen consecuencias destructivas para el desarrollo de un país, mientras que la violencia sexual, los delitos, la explotación y la tortura son fenómenos generalizados donde existen conflictos o no hay Estado de derecho, por lo que los países deben tomar medidas para proteger a los sectores que corren más riesgos.
Los gobiernos, la sociedad civil y las comunidades deben colaborar para encontrar soluciones duraderas a los conflictos y al clima de inseguridad. El fortalecimiento del Estado de derecho y la promoción de los derechos humanos es fundamental en este proceso, así como la reducción del tráfico de armas ilícitas, la lucha contra la corrupción y el fomento de una participación inclusiva.",1
Objetivo 17: Revitalizar la Alianza Mundial para el Desarrollo Sostenible,"El Objetivo 17 pretende revitalizar la alianza mundial para el desarrollo sostenible. La Agenda 2030 es universal y exige la implicación de todos los países, tanto desarrollados como en desarrollo, para garantizar que nadie se quede atrás. También requiere la colaboración entre los gobiernos, el sector privado y la sociedad civil.
Los Objetivos de Desarrollo Sostenible solo se pueden conseguir con asociaciones mundiales sólidas y cooperación para garantizar que nadie se quede atrás en nuestro camino hacia el desarrollo.
Sin embargo, no todos los países se encuentran en la misma situación de partida, y los países de ingresos bajos y medios afrontan enormes deudas que les impiden hacer avances en esta materia.
Después de la pandemia de la COVID-19, los países en desarrollo se enfrentan a un aumento sin precedentes de los niveles de deuda externa, agravado por retos como una inflación extrema, la escalada de las tasas de interés, prioridades contrapuestas y una capacidad fiscal limitada, lo que subraya la urgente necesidad de alivio de la deuda y asistencia financiera.
Aunque las corrientes de asistencia oficial para el desarrollo (AOD) siguen alcanzando máximos históricos, el aumento en 2022 se atribuye principalmente al gasto en refugiados en los países donantes y a la ayuda a Ucrania.
Para tener éxito, es necesario movilizar tanto los recursos existentes como los adicionales, y los países desarrollados deberán cumplir sus compromisos de aumentar la asistencia oficial para el desarrollo.",1
"1. Ordenamiento del Territorio Alrededor del Agua y Justicia
Ambiental","Esta transformación busca reorganizar el uso del territorio colombiano poniendo el agua y la biodiversidad en el centro de las decisiones, garantizando la protección de ecosistemas estratégicos como páramos, humedales y cuencas hidrográficas. Propone una gobernanza ambiental inclusiva, con participación comunitaria y la implementación de instrumentos como el catastro multipropósito y el Sistema de Administración del Territorio (SAT) para reducir conflictos socioambientales, formalizar la tenencia de tierras y promover un desarrollo urbano y rural sostenible. Además, busca modernizar la gestión del riesgo de desastres y adaptarse al cambio climático, priorizando la conservación y el acceso equitativo al agua.",2
2. Seguridad Humana y Justicia Social,"Esta línea busca garantizar el bienestar integral de la población mediante un sistema de protección social universal que incluya transferencias monetarias (como la Renta Ciudadana), acceso a salud preventiva, educación de calidad y trabajo digno. Promueve la justicia centrada en las personas, con enfoques diferenciales para víctimas del conflicto, adultos mayores y poblaciones vulnerables. También impulsa la transformación digital, la movilidad sostenible y la seguridad ciudadana desde una perspectiva de derechos humanos, buscando reducir la violencia, la pobreza y las desigualdades históricas.",2
3. Derecho Humano a la Alimentación,"Esta transformación tiene como objetivo garantizar que todos los colombianos accedan a alimentos suficientes, nutritivos y culturalmente adecuados, promoviendo sistemas agroalimentarios sostenibles. Incluye medidas para modernizar la producción rural, reducir pérdidas en las cadenas de suministro, fomentar prácticas agrícolas respetuosas con el medio ambiente y fortalecer la soberanía alimentaria. Además, busca combatir la malnutrición mediante políticas públicas que integren saberes tradicionales y enfoques territoriales, asegurando que el derecho a la alimentación sea una realidad en todos los rincones del país.",2
"4. Transformación Productiva, Internacionalización y
Acción Climática","Esta línea impulsa un cambio en el modelo económico hacia uno bajo en carbono y basado en la biodiversidad, promoviendo energías renovables, bioeconomía y reindustrialización sostenible. Incluye la protección de ecosistemas clave, la descarbonización del transporte y la adopción de prácticas circulares en ciudades y sectores productivos. También fomenta la innovación tecnológica, el turismo responsable y la integración de Colombia en cadenas globales de valor con criterios ambientales, buscando posicionar al país como líder en acción climática y desarrollo verde.",2
5. Convergencia Regional,"Esta transformación busca reducir las brechas entre regiones mediante estrategias de desarrollo territorial equilibrado, con inversión en infraestructura vial, conectividad digital y servicios básicos para zonas rurales y marginadas. Promueve la articulación entre municipios, la participación comunitaria en la planeación y la implementación de proyectos con impacto regional, especialmente en territorios afectados por el conflicto (como los PDET). Además, fortalece la gobernanza local y la cooperación fronteriza, asegurando que las políticas públicas respondan a las necesidades específicas de cada territorio.",2
Seguridad Multidimensional,"Busca reducir la pobreza multidimensional y mejorar la seguridad desde un enfoque integral que abarca no solo lo militar o policial, sino también lo social y ambiental. Este eje articula capacidades institucionales en todos los niveles (local, regional y nacional) para garantizar presencia estatal efectiva y derechos ciudadanos.",3
Prosperidad,"Enfocado en crear condiciones para el crecimiento económico, impulsando sectores estratégicos como el turismo, la educación, la infraestructura vial, el bilingüismo, el acceso al agua potable, y el empoderamiento del sector agrario. Pretende aumentar la riqueza colectiva y mejorar la calidad de vida mediante inversión social y productividad.",3
Sostenibilidad,"Este eje promueve el desarrollo económico sin comprometer los recursos naturales del departamento. Se enfoca en proteger el agua, el páramo, la biodiversidad y en fomentar proyectos de energías renovables, economía circular y responsabilidad ambiental para asegurar un entorno habitable para las futuras generaciones.",3
Educación. Línea Estratégica 1: Territorio que Integra,"Busca garantizar una educación inclusiva y de calidad, reduciendo brechas entre instituciones públicas y privadas. Incluye acciones como fortalecer la jornada única, promover el bilingüismo (meta del 40% de jóvenes bilingües para 2034), modernizar infraestructura escolar y reducir la deserción, especialmente en poblaciones vulnerables. También impulsa alianzas con universidades y programas técnicos para mejorar oportunidades laborales.",4
Salud y Protección Social. Línea Estratégica 1: Territorio que Integra,"Tiene como objetivo mejorar el acceso a servicios de salud preventiva y predictiva, con énfasis en poblaciones rurales y grupos vulnerables. Aborda problemas como enfermedades crónicas, salud mental (depresión, consumo de sustancias) y falta de articulación entre servicios sociales. Incluye ampliación de centros de salud, campañas de prevención y programas intersectoriales para atención integral.",4
Deporte y Recreación. Línea Estratégica 1: Territorio que Integra,"Promueve actividades deportivas y recreativas como herramientas de integración social y bienestar físico-mental. Focaliza esfuerzos en comunidades marginadas, con infraestructura accesible (parques, canchas) y programas para niños, jóvenes y adultos mayores. Busca reducir sedentarismo y violencia mediante el deporte, además de fomentar talentos locales.",4
Cultura. Línea Estratégica 1: Territorio que Integra,"Trabaja en la preservación y promoción de la diversidad cultural de Bucaramanga, apoyando artistas locales, patrimonios tangibles e intangibles, y espacios comunitarios. Incluye talleres artísticos, recuperación de tradiciones y eventos que fortalezcan la identidad bumanguesa, con enfoque en poblaciones históricamente excluidas (étnicas, rurales).",4
Inclusión Social y Reconciliación. Línea Estratégica 1: Territorio que Integra,"Atiende necesidades específicas de grupos vulnerables (mujeres, adultos mayores, LGBTIQ+, migrantes, víctimas del conflicto, personas con discapacidad). Implementa políticas de equidad, acceso a derechos básicos (vivienda, empleo) y procesos de reconciliación comunitaria. Ejemplos: programas contra violencia de género, inclusión laboral para discapacitados y apoyo psicosocial a víctimas.",4
Trabajo. Línea Estratégica 2: Territorio que Progresa,"Busca generar empleo formal y reducir la informalidad laboral (meta: 40% para 2027) mediante alianzas con el sector privado, capacitación técnica y apoyo a emprendimientos. Incluye programas de primer empleo para jóvenes, incentivos a empresas que contraten poblaciones vulnerables y fortalecimiento de la economía popular.",4
"Comercio, Industria y Turismo. Línea Estratégica 2: Territorio que Progresa","Impulsa la competitividad empresarial y el turismo sostenible mediante modernización de mercados, certificaciones de calidad y promoción de Bucaramanga como destino de negocios y cultura. Apoya PYMES, negocios verdes y circuitos turísticos que integren la riqueza natural y patrimonial del área metropolitana.",4
"Ciencia, Tecnología e Innovación. Línea Estratégica 2: Territorio que Progresa","Desarrolla un ecosistema de innovación con proyectos como el Parque Tecnológico, vinculación universidad-empresa y financiamiento a startups. Prioriza sectores estratégicos (salud, energía limpia, TIC) y formación en habilidades digitales para la Cuarta Revolución Industrial.",4
Tecnologías de la Información y Comunicación. Línea Estratégica 2: Territorio que Progresa,"Garantiza conectividad digital en zonas urbanas y rurales, con infraestructura de internet accesible y programas de alfabetización digital. Promueve gobierno electrónico, telemedicina y teletrabajo para reducir brechas tecnológicas.",4
Agricultura y Desarrollo Rural. Línea Estratégica 2: Territorio que Progresa,"Fortalece la agricultura campesina con asistencia técnica, comercialización de productos locales y tecnologías sostenibles. Incluye proyectos de seguridad alimentaria, riego eficiente y turismo rural para dinamizar la economía campesina.",4
